Sol	Hybrid Local Solar Time	SCLK	UTC	Solar longitude (deg)	Solar azimuth (deg)	Solar elevation (deg)	Sun distance (AU)
304	0304:10:56:31	153348593	2004-11-10 08.45.47	112,94	37,82	52,18	1,6234
305	0305:10:56:23	153437361	2004-11-11 09.25.14	113,42	37,73	52,27	1,6225
306	0306:10:56:15	153526129	2004-11-12 10.04.41	113,89	37,64	52,36	1,6216
307	0307:10:56:07	153614897	2004-11-13 10.44.09	114,36	37,55	52,45	1,6206
308	0308:10:55:59	153703665	2004-11-14 11.23.35	114,84	37,46	52,54	1,6197
309	0309:10:55:50	153792433	2004-11-15 12.03.02	115,31	37,37	52,63	1,6188
310	0310:10:55:42	153881200	2004-11-16 12.42.28	115,79	37,27	52,73	1,6178
311	0311:10:55:34	153969968	2004-11-17 13.21.56	116,26	37,18	52,82	1,6169
312	0312:10:55:26	154058736	2004-11-18 14.01.22	116,74	37,08	52,92	1,6159
313	0313:10:55:18	154147504	2004-11-19 14.40.49	117,21	36,98	53,02	1,6150
314	0314:10:55:09	154236272	2004-11-20 15.20.15	117,69	36,88	53,12	1,6140
315	0315:10:55:02	154325039	2004-11-21 15.59.43	118,17	36,78	53,22	1,6130
316	0316:10:54:53	154413807	2004-11-22 16.39.10	118,65	36,67	53,33	1,6120
317	0317:10:54:45	154502575	2004-11-23 17.18.36	119,13	36,57	53,43	1,6110
318	0318:10:54:36	154591342	2004-11-24 17.58.03	119,61	36,46	53,54	1,6100
319	0319:10:54:28	154680110	2004-11-25 18.37.29	120,09	36,35	53,65	1,6090
320	0320:10:54:19	154768877	2004-11-26 19.16.56	120,57	36,24	53,76	1,6080
321	0321:10:54:11	154857645	2004-11-27 19.56.22	121,05	36,13	53,87	1,6070
322	0322:10:54:03	154946412	2004-11-28 20.35.49	121,53	36,01	53,99	1,6059
323	0323:10:53:54	155035180	2004-11-29 21.15.16	122,02	35,89	54,11	1,6049
324	0324:10:53:46	155123947	2004-11-30 21.54.42	122,50	35,78	54,22	1,6039
325	0325:10:53:36	155212715	2004-12-01 22.34.08	122,98	35,66	54,34	1,6028
326	0326:10:53:28	155301482	2004-12-02 23.13.34	123,47	35,54	54,46	1,6017
327	0327:10:53:19	155390249	2004-12-03 23.53.01	123,95	35,41	54,59	1,6007
328	0328:10:53:11	155479016	2004-12-05 00.32.27	124,44	35,29	54,71	1,5996
329	0329:10:53:01	155567784	2004-12-06 01.11.53	124,93	35,16	54,84	1,5985
330	0330:10:52:53	155656551	2004-12-07 01.51.19	125,41	35,04	54,96	1,5974
331	0331:10:52:44	155745318	2004-12-08 02.30.46	125,90	34,91	55,09	1,5963
332	0332:10:52:35	155834085	2004-12-09 03.10.12	126,39	34,78	55,22	1,5952
333	0333:10:52:27	155922852	2004-12-10 03.49.38	126,88	34,64	55,36	1,5941
334	0334:10:52:17	156011619	2004-12-11 04.29.04	127,37	34,51	55,49	1,5930
335	0335:10:52:09	156100386	2004-12-12 05.08.30	127,86	34,38	55,62	1,5919
336	0336:10:51:59	156189153	2004-12-13 05.47.56	128,35	34,24	55,76	1,5908
337	0337:10:51:51	156277921	2004-12-14 06.27.22	128,84	34,10	55,90	1,5896
338	0338:10:51:41	156366688	2004-12-15 07.06.48	129,34	33,96	56,04	1,5885
339	0339:10:51:32	156455455	2004-12-16 07.46.13	129,83	33,82	56,18	1,5874
340	0340:10:51:23	156544222	2004-12-17 08.25.40	130,32	33,67	56,33	1,5862
341	0341:10:51:14	156632989	2004-12-18 09.05.05	130,82	33,53	56,47	1,5850
342	0342:10:51:04	156721756	2004-12-19 09.44.31	131,32	33,38	56,62	1,5839
343	0343:10:50:55	156810522	2004-12-20 10.23.56	131,81	33,24	56,76	1,5827
344	0344:10:50:47	156899289	2004-12-21 11.03.23	132,31	33,09	56,91	1,5815
345	0345:10:50:37	156988056	2004-12-22 11.42.49	132,81	32,94	57,06	1,5804
346	0346:10:50:28	157076823	2004-12-23 12.22.14	133,31	32,78	57,22	1,5792
347	0347:10:50:18	157165589	2004-12-24 13.01.40	133,80	32,63	57,37	1,5780
348	0348:10:50:09	157254356	2004-12-25 13.41.05	134,30	32,47	57,53	1,5768
349	0349:10:49:59	157343122	2004-12-26 14.20.31	134,81	32,32	57,68	1,5756
350	0350:10:49:50	157431889	2004-12-27 14.59.56	135,31	32,16	57,84	1,5744
351	0351:10:49:40	157520656	2004-12-28 15.39.22	135,81	32,00	58,00	1,5732
352	0352:10:49:31	157609422	2004-12-29 16.18.47	136,31	31,84	58,16	1,5719
353	0353:10:49:22	157698189	2004-12-30 16.58.13	136,82	31,67	58,33	1,5707
354	0354:10:49:12	157786955	2004-12-31 17.37.38	137,32	31,51	58,49	1,5695
355	0355:10:49:03	157875722	2005-01-01 18.17.04	137,83	31,34	58,66	1,5683
356	0356:10:48:53	157964488	2005-01-02 18.56.29	138,33	31,18	58,82	1,5670
357	0357:10:48:44	158053254	2005-01-03 19.35.55	138,84	31,01	58,99	1,5658
358	0358:10:48:34	158142021	2005-01-04 20.15.21	139,35	30,84	59,16	1,5645
359	0359:10:48:24	158230787	2005-01-05 20.54.45	139,86	30,67	59,33	1,5633
360	0360:10:48:14	158319554	2005-01-06 21.34.11	140,37	30,49	59,51	1,5620
361	0361:10:48:05	158408320	2005-01-07 22.13.36	140,88	30,32	59,68	1,5608
362	0362:10:47:55	158497085	2005-01-08 22.53.02	141,39	30,14	59,86	1,5595
363	0363:10:47:46	158585852	2005-01-09 23.32.27	141,90	29,96	60,04	1,5582
364	0364:10:47:36	158674618	2005-01-11 00.11.52	142,41	29,79	60,21	1,5570
365	0365:10:47:26	158763384	2005-01-12 00.51.17	142,93	29,61	60,39	1,5557
366	0366:10:47:17	158852151	2005-01-13 01.30.43	143,44	29,42	60,58	1,5544
367	0367:10:47:07	158940917	2005-01-14 02.10.08	143,96	29,24	60,76	1,5531
368	0368:10:46:57	159029683	2005-01-15 02.49.33	144,48	29,06	60,94	1,5519
369	0369:10:46:47	159118450	2005-01-16 03.28.58	144,99	28,87	61,13	1,5506
370	0370:10:46:38	159207216	2005-01-17 04.08.24	145,51	28,69	61,31	1,5493
371	0371:10:46:28	159295982	2005-01-18 04.47.49	146,03	28,50	61,50	1,5480
372	0372:10:46:19	159384749	2005-01-19 05.27.15	146,55	28,31	61,69	1,5467
373	0373:10:46:09	159473515	2005-01-20 06.06.39	147,07	28,12	61,88	1,5454
374	0374:10:45:59	159562281	2005-01-21 06.46.05	147,59	27,93	62,07	1,5441
375	0375:10:45:50	159651048	2005-01-22 07.25.30	148,11	27,73	62,27	1,5428
376	0376:10:45:40	159739814	2005-01-23 08.04.56	148,64	27,54	62,46	1,5415
377	0377:10:45:31	159828580	2005-01-24 08.44.22	149,16	27,34	62,66	1,5401
378	0378:10:45:21	159917347	2005-01-25 09.23.47	149,69	27,14	62,86	1,5388
379	0379:10:45:12	160006113	2005-01-26 10.03.13	150,21	26,95	63,05	1,5375
380	0380:10:45:01	160094880	2005-01-27 10.42.37	150,74	26,75	63,25	1,5362
381	0381:10:44:52	160183646	2005-01-28 11.22.03	151,27	26,55	63,45	1,5349
382	0382:10:44:42	160272413	2005-01-29 12.01.28	151,79	26,34	63,66	1,5335
383	0383:10:44:33	160361179	2005-01-30 12.40.54	152,32	26,14	63,86	1,5322
384	0384:10:44:25	160449946	2005-01-31 13.20.20	152,86	25,94	64,06	1,5309
385	0385:10:44:15	160538713	2005-02-01 13.59.46	153,39	25,73	64,27	1,5296
386	0386:10:44:06	160627479	2005-02-02 14.39.11	153,92	25,52	64,48	1,5282
387	0387:10:43:56	160716246	2005-02-03 15.18.37	154,45	25,32	64,68	1,5269
388	0388:10:43:47	160805013	2005-02-04 15.58.02	154,99	25,11	64,89	1,5256
389	0389:10:43:37	160893780	2005-02-05 16.37.28	155,52	24,90	65,10	1,5242
390	0390:10:43:29	160982547	2005-02-06 17.16.54	156,06	24,68	65,32	1,5229
391	0391:10:43:19	161071313	2005-02-07 17.56.20	156,60	24,47	65,53	1,5215
392	0392:10:43:11	161160080	2005-02-08 18.35.47	157,13	24,26	65,74	1,5202
393	0393:10:43:01	161248848	2005-02-09 19.15.12	157,67	24,04	65,96	1,5189
394	0394:10:42:53	161337615	2005-02-10 19.54.39	158,21	23,83	66,17	1,5175
395	0395:10:42:44	161426382	2005-02-11 20.34.04	158,75	23,61	66,39	1,5162
396	0396:10:42:35	161515149	2005-02-12 21.13.31	159,29	23,39	66,61	1,5148
397	0397:10:42:27	161603916	2005-02-13 21.52.57	159,84	23,17	66,83	1,5135
398	0398:10:42:18	161692685	2005-02-14 22.32.24	160,38	22,95	67,05	1,5122
399	0399:10:42:10	161781452	2005-02-15 23.11.50	160,93	22,73	67,27	1,5108
400	0400:10:42:01	161870220	2005-02-16 23.51.17	161,47	22,51	67,49	1,5095
401	0401:10:41:53	161958987	2005-02-18 00.30.44	162,02	22,29	67,71	1,5081
402	0402:10:41:44	162047742	2005-02-19 01.10.10	162,57	22,06	67,94	1,5068
403	0403:10:41:36	162136510	2005-02-20 01.49.37	163,12	21,84	68,16	1,5054
404	0404:10:41:29	162225278	2005-02-21 02.29.04	163,66	21,61	68,39	1,5041
405	0405:10:41:20	162314046	2005-02-22 03.08.31	164,21	21,39	68,61	1,5028
406	0406:10:41:13	162402814	2005-02-23 03.47.58	164,77	21,16	68,84	1,5014
407	0407:10:41:04	162491582	2005-02-24 04.27.25	165,32	20,93	69,07	1,5001
408	0408:10:40:57	162580351	2005-02-25 05.06.53	165,87	20,70	69,30	1,4987
409	0409:10:40:49	162669119	2005-02-26 05.46.20	166,43	20,47	69,53	1,4974
410	0410:10:40:42	162757888	2005-02-27 06.25.48	166,98	20,24	69,76	1,4961
411	0411:10:40:34	162846657	2005-02-28 07.05.15	167,54	20,01	69,99	1,4947
412	0412:10:40:28	162935425	2005-03-01 07.44.44	168,10	19,77	70,23	1,4934
413	0413:10:40:20	163024194	2005-03-02 08.24.12	168,65	19,54	70,46	1,4921
414	0414:10:40:14	163112963	2005-03-03 09.03.40	169,21	19,31	70,69	1,4907
415	0415:10:40:07	163201732	2005-03-04 09.43.08	169,77	19,07	70,93	1,4894
416	0416:10:40:00	163290501	2005-03-05 10.22.36	170,34	18,84	71,16	1,4881
417	0417:10:39:54	163379271	2005-03-06 11.02.05	170,90	18,60	71,40	1,4867
418	0418:10:39:47	163468040	2005-03-07 11.41.34	171,46	18,36	71,64	1,4854
419	0419:10:39:42	163556810	2005-03-08 12.21.03	172,03	18,12	71,88	1,4841
420	0420:10:39:35	163645580	2005-03-09 13.00.32	172,59	17,88	72,12	1,4828
421	0421:10:39:30	163734344	2005-03-10 13.40.01	173,16	17,64	72,36	1,4815
422	0422:10:39:23	163823114	2005-03-11 14.19.30	173,73	17,40	72,60	1,4802
423	0423:10:39:18	163911884	2005-03-12 14.59.00	174,30	17,16	72,84	1,4788
424	0424:10:39:13	164000654	2005-03-13 15.38.29	174,87	16,92	73,08	1,4775
425	0425:10:39:08	164089425	2005-03-14 16.18.00	175,44	16,68	73,32	1,4762
426	0426:10:39:03	164178196	2005-03-15 16.57.30	176,01	16,44	73,56	1,4749
427	0427:10:38:58	164266966	2005-03-16 17.37.00	176,58	16,19	73,81	1,4736
428	0428:10:38:54	164355737	2005-03-17 18.16.31	177,15	15,95	74,05	1,4723
429	0429:10:38:49	164444509	2005-03-18 18.56.02	177,73	15,70	74,30	1,4711
430	0430:10:38:45	164533280	2005-03-19 19.35.32	178,30	15,46	74,54	1,4698
431	0431:10:38:41	164622052	2005-03-20 20.15.04	178,88	15,21	74,79	1,4685
432	0432:10:38:37	164710824	2005-03-21 20.54.35	179,46	14,97	75,03	1,4672
433	0433:10:38:33	164799596	2005-03-22 21.34.06	180,04	14,72	75,28	1,4659
434	0434:10:38:30	164888368	2005-03-23 22.13.38	180,62	14,48	75,52	1,4647
435	0435:10:38:28	164977141	2005-03-24 22.53.11	181,20	14,23	75,77	1,4634
436	0436:10:38:24	165065914	2005-03-25 23.32.43	181,78	13,98	76,02	1,4621
437	0437:10:38:22	165154686	2005-03-27 00.12.15	182,36	13,73	76,27	1,4609
438	0438:10:38:19	165243460	2005-03-28 00.51.48	182,95	13,48	76,52	1,4596
439	0439:10:38:17	165332234	2005-03-29 01.31.21	183,53	13,24	76,76	1,4584
440	0440:10:38:15	165421008	2005-03-30 02.10.55	184,12	12,99	77,01	1,4572
441	0441:10:38:14	165509781	2005-03-31 02.50.28	184,70	12,74	77,26	1,4559
442	0442:10:38:12	165598556	2005-04-01 03.30.02	185,29	12,49	77,51	1,4547
443	0443:10:38:11	165687331	2005-04-02 04.09.36	185,88	12,24	77,76	1,4535
444	0444:10:38:10	165776106	2005-04-03 04.49.10	186,47	11,99	78,01	1,4523
445	0445:10:38:09	165864880	2005-04-04 05.28.44	187,06	11,74	78,26	1,4510
446	0446:10:38:09	165953656	2005-04-05 06.08.19	187,65	11,49	78,51	1,4498
447	0447:10:38:09	166042432	2005-04-06 06.47.55	188,24	11,24	78,76	1,4486
448	0448:10:38:09	166131208	2005-04-07 07.27.30	188,84	10,99	79,01	1,4474
449	0449:10:38:09	166219984	2005-04-08 08.07.06	189,43	10,74	79,26	1,4463
450	0450:10:38:10	166308733	2005-04-09 08.46.41	190,03	10,49	79,51	1,4451
451	0451:10:38:11	166397509	2005-04-10 09.26.18	190,62	10,24	79,76	1,4439
452	0452:10:38:13	166486286	2005-04-11 10.05.55	191,22	9,99	80,01	1,4427
453	0453:10:38:14	166575062	2005-04-12 10.45.32	191,82	9,74	80,26	1,4416
454	0454:10:38:16	166663839	2005-04-13 11.25.09	192,42	9,49	80,51	1,4404
455	0455:10:38:19	166752616	2005-04-14 12.04.47	193,02	9,24	80,76	1,4393
456	0456:10:38:21	166841393	2005-04-15 12.44.24	193,62	8,99	81,01	1,4381
457	0457:10:38:25	166930171	2005-04-16 13.24.03	194,22	8,74	81,26	1,4370
458	0458:10:38:27	167018949	2005-04-17 14.03.41	194,82	8,49	81,51	1,4359
459	0459:10:38:31	167107728	2005-04-18 14.43.20	195,43	8,24	81,76	1,4348
460	0460:10:38:35	167196507	2005-04-19 15.23.00	196,03	7,99	82,01	1,4337
461	0461:10:38:39	167285286	2005-04-20 16.02.39	196,64	7,74	82,26	1,4326
462	0462:10:38:44	167374066	2005-04-21 16.42.20	197,25	7,49	82,51	1,4315
463	0463:10:38:49	167462846	2005-04-22 17.22.00	197,85	7,24	82,76	1,4304
464	0464:10:38:55	167551626	2005-04-23 18.01.41	198,46	6,99	83,01	1,4293
465	0465:10:39:00	167640407	2005-04-24 18.41.22	199,07	6,74	83,26	1,4283
466	0466:10:39:06	167729189	2005-04-25 19.21.03	199,68	6,49	83,51	1,4272
467	0467:10:39:12	167817967	2005-04-26 20.00.45	200,29	6,25	83,75	1,4262
468	0468:10:39:20	167906749	2005-04-27 20.40.28	200,91	6,00	84,00	1,4251
469	0469:10:39:26	167995531	2005-04-28 21.20.10	201,52	5,75	84,25	1,4241
470	0470:10:39:34	168084314	2005-04-29 21.59.53	202,13	5,51	84,49	1,4231
471	0471:10:39:42	168173097	2005-04-30 22.39.37	202,75	5,26	84,74	1,4221
472	0472:10:39:50	168261880	2005-05-01 23.19.20	203,37	5,02	84,98	1,4211
473	0473:10:40:00	168350664	2005-05-02 23.59.05	203,98	4,77	85,23	1,4201
474	0474:10:40:08	168439448	2005-05-04 00.38.49	204,60	4,53	85,47	1,4191
475	0475:10:40:18	168528233	2005-05-05 01.18.34	205,22	4,29	85,71	1,4181
476	0476:10:40:28	168617018	2005-05-06 01.58.20	205,84	4,05	85,95	1,4172
477	0477:10:40:38	168705803	2005-05-07 02.38.05	206,46	3,81	86,19	1,4162
478	0478:10:40:49	168794589	2005-05-08 03.17.52	207,08	3,56	86,44	1,4153
479	0479:10:41:00	168883376	2005-05-09 03.57.38	207,70	3,32	86,68	1,4144
480	0480:10:41:11	168972162	2005-05-10 04.37.25	208,32	3,09	86,91	1,4134
481	0481:10:41:24	169060949	2005-05-11 05.17.13	208,95	2,85	87,15	1,4125
482	0482:10:41:36	169149737	2005-05-12 05.57.01	209,57	2,61	87,39	1,4116
483	0483:10:41:49	169238525	2005-05-13 06.36.50	210,20	2,38	87,62	1,4108
484	0484:10:42:03	169327313	2005-05-14 07.16.39	210,82	2,14	87,86	1,4099
485	0485:10:42:16	169416102	2005-05-15 07.56.28	211,45	1,91	88,09	1,4090
486	0486:10:42:31	169504892	2005-05-16 08.36.18	212,08	1,67	88,33	1,4082
487	0487:10:42:45	169593682	2005-05-17 09.16.08	212,71	1,44	88,56	1,4073
488	0488:10:43:00	169682472	2005-05-18 09.55.59	213,33	1,21	88,79	1,4065
489	0489:10:43:15	169771262	2005-05-19 10.35.50	213,96	0,98	89,02	1,4057
490	0490:10:43:32	169860053	2005-05-20 11.15.42	214,59	0,75	89,25	1,4049
491	0491:10:43:48	169948846	2005-05-21 11.55.34	215,23	0,53	89,47	1,4041
492	0492:10:44:05	170037638	2005-05-22 12.35.27	215,86	0,30	89,70	1,4033
493	0493:10:44:23	170126430	2005-05-23 13.15.20	216,49	0,08	89,92	1,4025
494	0494:10:44:40	170215223	2005-05-24 13.55.13	217,12	0,15	89,85	1,4018
495	0495:10:44:59	170304017	2005-05-25 14.35.07	217,76	0,37	89,63	1,4010
496	0496:10:45:17	170392811	2005-05-26 15.15.02	218,39	0,59	89,41	1,4003
497	0497:10:45:37	170481605	2005-05-27 15.54.57	219,03	0,81	89,19	1,3996
498	0498:10:45:56	170570401	2005-05-28 16.34.52	219,66	1,03	88,97	1,3989
499	0499:10:46:16	170659196	2005-05-29 17.14.48	220,30	1,24	88,76	1,3982
500	0500:10:46:36	170747992	2005-05-30 17.54.44	220,93	1,46	88,54	1,3975
501	0501:10:46:58	170836789	2005-05-31 18.34.41	221,57	1,67	88,33	1,3968
502	0502:10:47:20	170925585	2005-06-01 19.14.39	222,21	1,88	88,12	1,3962
503	0503:10:47:41	171014382	2005-06-02 19.54.36	222,85	2,09	87,91	1,3955
504	0504:10:48:04	171103181	2005-06-03 20.34.35	223,49	2,30	87,70	1,3949
505	0505:10:48:27	171191979	2005-06-04 21.14.34	224,13	2,50	87,50	1,3943
506	0506:10:48:51	171280778	2005-06-05 21.54.34	224,77	2,71	87,29	1,3937
507	0507:10:49:14	171369577	2005-06-06 22.34.33	225,41	2,91	87,09	1,3931
508	0508:10:49:39	171458377	2005-06-07 23.14.34	226,05	3,11	86,89	1,3925
509	0509:10:50:03	171547177	2005-06-08 23.54.34	226,70	3,31	86,69	1,3919
510	0510:10:50:29	171635979	2005-06-10 00.34.35	227,34	3,50	86,50	1,3914
511	0511:10:50:55	171724779	2005-06-11 01.14.37	227,98	3,70	86,30	1,3909
512	0512:10:51:21	171813582	2005-06-12 01.54.40	228,63	3,89	86,11	1,3903
513	0513:10:51:48	171902383	2005-06-13 02.34.42	229,27	4,08	85,92	1,3898
514	0514:10:52:15	171991187	2005-06-14 03.14.46	229,91	4,27	85,73	1,3893
515	0515:10:52:43	172079989	2005-06-15 03.54.49	230,56	4,45	85,55	1,3889
516	0516:10:53:10	172168793	2005-06-16 04.34.53	231,21	4,64	85,36	1,3884
517	0517:10:53:39	172257597	2005-06-17 05.14.57	231,85	4,82	85,18	1,3879
518	0518:10:54:08	172346402	2005-06-18 05.55.03	232,50	5,00	85,00	1,3875
519	0519:10:54:38	172435207	2005-06-19 06.35.09	233,14	5,18	84,82	1,3871
520	0520:10:55:08	172524012	2005-06-20 07.15.14	233,79	5,35	84,65	1,3867
521	0521:10:55:38	172612819	2005-06-21 07.55.21	234,44	5,52	84,48	1,3863
522	0522:10:56:09	172701625	2005-06-22 08.35.27	235,09	5,69	84,31	1,3859
523	0523:10:56:40	172790432	2005-06-23 09.15.35	235,74	5,86	84,14	1,3855
524	0524:10:57:12	172879239	2005-06-24 09.55.43	236,39	6,02	83,98	1,3852
525	0525:10:57:43	172968047	2005-06-25 10.35.50	237,03	6,19	83,81	1,3849
526	0526:10:58:16	173056855	2005-06-26 11.15.59	237,68	6,35	83,65	1,3845
527	0527:10:58:49	173145664	2005-06-27 11.56.09	238,33	6,50	83,50	1,3842
528	0528:10:59:23	173234472	2005-06-28 12.36.19	238,98	6,66	83,34	1,3839
529	0529:10:59:57	173323282	2005-06-29 13.16.28	239,63	6,81	83,19	1,3837
530	0530:11:00:31	173412092	2005-06-30 13.56.39	240,28	6,96	83,04	1,3834
531	0531:11:01:06	173500903	2005-07-01 14.36.50	240,93	7,11	82,89	1,3832
532	0532:11:01:40	173589713	2005-07-02 15.17.01	241,59	7,25	82,75	1,3829
533	0533:11:02:16	173678524	2005-07-03 15.57.12	242,24	7,39	82,61	1,3827
534	0534:11:02:51	173767336	2005-07-04 16.37.24	242,89	7,53	82,47	1,3825
535	0535:11:03:27	173856148	2005-07-05 17.17.36	243,54	7,66	82,34	1,3823
536	0536:11:04:04	173944961	2005-07-06 17.57.49	244,19	7,79	82,21	1,3822
537	0537:11:04:41	174033772	2005-07-07 18.38.03	244,84	7,92	82,08	1,3820
538	0538:11:05:18	174122585	2005-07-08 19.18.15	245,49	8,05	81,95	1,3819
539	0539:11:05:55	174211399	2005-07-09 19.58.29	246,15	8,17	81,83	1,3817
540	0540:11:06:33	174300213	2005-07-10 20.38.43	246,80	8,29	81,71	1,3816
541	0541:11:07:11	174389027	2005-07-11 21.18.58	247,45	8,41	81,59	1,3815
542	0542:11:07:50	174477840	2005-07-12 21.59.13	248,10	8,53	81,47	1,3815
543	0543:11:08:28	174566655	2005-07-13 22.39.28	248,76	8,64	81,36	1,3814
544	0544:11:09:07	174655470	2005-07-14 23.19.42	249,41	8,75	81,25	1,3813
545	0545:11:09:47	174744285	2005-07-15 23.59.58	250,06	8,85	81,15	1,3813
546	0546:11:10:26	174833101	2005-07-17 00.40.14	250,71	8,95	81,05	1,3813
547	0547:11:11:07	174921917	2005-07-18 01.20.31	251,37	9,05	80,95	1,3813
548	0548:11:11:46	175010733	2005-07-19 02.00.47	252,02	9,15	80,85	1,3813
549	0549:11:12:27	175099549	2005-07-20 02.41.04	252,67	9,24	80,76	1,3813
550	0550:11:13:07	175188366	2005-07-21 03.21.21	253,32	9,33	80,67	1,3814
551	0551:11:13:48	175277182	2005-07-22 04.01.38	253,98	9,41	80,59	1,3814
552	0552:11:14:29	175365999	2005-07-23 04.41.56	254,63	9,49	80,51	1,3815
553	0553:11:15:10	175454816	2005-07-24 05.22.13	255,28	9,57	80,43	1,3816
554	0554:11:15:52	175543633	2005-07-25 06.02.31	255,93	9,65	80,35	1,3817
555	0555:11:16:33	175632451	2005-07-26 06.42.49	256,59	9,72	80,28	1,3818
556	0556:11:17:15	175721269	2005-07-27 07.23.07	257,24	9,79	80,21	1,3820
557	0557:11:17:56	175810086	2005-07-28 08.03.24	257,89	9,86	80,14	1,3821
558	0558:11:18:39	175898904	2005-07-29 08.43.43	258,54	9,92	80,08	1,3823
559	0559:11:19:20	175987723	2005-07-30 09.24.01	259,19	9,98	80,02	1,3825
560	0560:11:20:03	176076541	2005-07-31 10.04.20	259,85	10,03	79,97	1,3827
561	0561:11:20:46	176165359	2005-08-01 10.44.39	260,50	10,09	79,91	1,3829
562	0562:11:21:28	176254178	2005-08-02 11.24.58	261,15	10,13	79,87	1,3831
563	0563:11:22:11	176342996	2005-08-03 12.05.17	261,80	10,18	79,82	1,3833
564	0564:11:22:53	176431815	2005-08-04 12.45.36	262,45	10,22	79,78	1,3836
565	0565:11:23:36	176520633	2005-08-05 13.25.55	263,10	10,26	79,74	1,3839
566	0566:11:24:18	176609452	2005-08-06 14.06.14	263,75	10,30	79,70	1,3842
567	0567:11:25:01	176698270	2005-08-07 14.46.33	264,40	10,33	79,67	1,3845
568	0568:11:25:43	176787089	2005-08-08 15.26.52	265,05	10,35	79,65	1,3848
569	0569:11:26:26	176875908	2005-08-09 16.07.11	265,70	10,38	79,62	1,3851
570	0570:11:27:09	176964725	2005-08-10 16.47.30	266,35	10,40	79,60	1,3855
571	0571:11:27:51	177053544	2005-08-11 17.27.49	267,00	10,42	79,58	1,3858
572	0572:11:28:34	177142362	2005-08-12 18.08.08	267,64	10,43	79,57	1,3862
573	0573:11:29:16	177231181	2005-08-13 18.48.27	268,29	10,44	79,56	1,3866
574	0574:11:29:59	177319999	2005-08-14 19.28.46	268,94	10,45	79,55	1,3870
575	0575:11:30:41	177408818	2005-08-15 20.09.05	269,59	10,45	79,55	1,3874
576	0576:11:31:23	177497636	2005-08-16 20.49.23	270,23	10,45	79,55	1,3878
577	0577:11:32:05	177586454	2005-08-17 21.29.42	270,88	10,45	79,55	1,3883
578	0578:11:32:47	177675272	2005-08-18 22.10.00	271,52	10,45	79,55	1,3888
579	0579:11:33:30	177764090	2005-08-19 22.50.19	272,17	10,44	79,56	1,3892
580	0580:11:34:11	177852908	2005-08-20 23.30.37	272,82	10,42	79,58	1,3897
581	0581:11:34:53	177941725	2005-08-22 00.10.55	273,46	10,41	79,59	1,3902
582	0582:11:35:34	178030543	2005-08-23 00.51.13	274,10	10,39	79,61	1,3907
583	0583:11:36:15	178119360	2005-08-24 01.31.30	274,75	10,36	79,64	1,3913
584	0584:11:36:56	178208177	2005-08-25 02.11.48	275,39	10,34	79,66	1,3918
585	0585:11:37:37	178296993	2005-08-26 02.52.04	276,03	10,31	79,69	1,3924
586	0586:11:38:18	178385809	2005-08-27 03.32.21	276,67	10,27	79,73	1,3930
587	0587:11:38:58	178474625	2005-08-28 04.12.38	277,32	10,24	79,76	1,3935
588	0588:11:39:38	178563441	2005-08-29 04.52.54	277,96	10,20	79,80	1,3941
589	0589:11:40:17	178652257	2005-08-30 05.33.10	278,60	10,15	79,85	1,3948
590	0590:11:40:57	178741073	2005-08-31 06.13.26	279,24	10,11	79,89	1,3954
591	0591:11:41:36	178829888	2005-09-01 06.53.42	279,88	10,06	79,94	1,3960
592	0592:11:42:15	178918703	2005-09-02 07.33.57	280,52	10,00	80,00	1,3967
593	0593:11:42:53	179007517	2005-09-03 08.14.12	281,15	9,95	80,05	1,3973
594	0594:11:43:32	179096331	2005-09-04 08.54.26	281,79	9,89	80,11	1,3980
595	0595:11:44:10	179185145	2005-09-05 09.34.40	282,43	9,83	80,17	1,3987
596	0596:11:44:48	179273958	2005-09-06 10.14.55	283,06	9,76	80,24	1,3994
597	0597:11:45:25	179362772	2005-09-07 10.55.08	283,70	9,69	80,31	1,4001
598	0598:11:46:02	179451584	2005-09-08 11.35.22	284,33	9,62	80,38	1,4009
599	0599:11:46:39	179540397	2005-09-09 12.15.35	284,97	9,54	80,46	1,4016
600	0600:11:47:14	179629208	2005-09-10 12.55.46	285,60	9,47	80,53	1,4024
601	0601:11:47:51	179718020	2005-09-11 13.35.59	286,23	9,39	80,61	1,4031
602	0602:11:48:25	179806831	2005-09-12 14.16.10	286,87	9,30	80,70	1,4039
603	0603:11:49:01	179895642	2005-09-13 14.56.22	287,50	9,21	80,79	1,4047
604	0604:11:49:36	179984452	2005-09-14 15.36.32	288,13	9,12	80,88	1,4055
605	0605:11:50:09	180073262	2005-09-15 16.16.42	288,76	9,03	80,97	1,4063
606	0606:11:50:44	180162072	2005-09-16 16.56.53	289,39	8,94	81,06	1,4072
607	0607:11:51:16	180250880	2005-09-17 17.37.02	290,02	8,84	81,16	1,4080
608	0608:11:51:50	180339689	2005-09-18 18.17.11	290,64	8,74	81,26	1,4088
609	0609:11:52:22	180428498	2005-09-19 18.57.20	291,27	8,63	81,37	1,4097
610	0610:11:52:54	180517306	2005-09-20 19.37.28	291,90	8,53	81,47	1,4106
611	0611:11:53:25	180606112	2005-09-21 20.17.35	292,52	8,42	81,58	1,4115
612	0612:11:53:56	180694919	2005-09-22 20.57.42	293,15	8,30	81,70	1,4124
